s vacf_x VACF
4730 -6.4002345104172021534e-09 -2.5009400686290049941e-08
4740 -8.2925038755914494922e-09 -2.7075993219057114565e-08
4750 -1.0195974507428670115e-08 -2.899199262768601313e-08
4760 -1.2101840600812476898e-08 -3.0777686195322077189e-08
4770 -1.3999428401790322649e-08 -3.2454626037353426714e-08
4780 -1.5870683743274582796e-08 -3.4045668487081233291e-08
4790 -1.7697919531459997981e-08 -3.5577455605293156389e-08
4800 -1.9460888313821999923e-08 -3.7078795460475897527e-08
4810 -2.1137453347051442611e-08 -3.8573635893284034498e-08
4820 -2.2708087539221622743e-08 -4.0084017092693150311e-08
4830 -2.4158381311158962048e-08 -4.1623447413631640593e-08
4840 -2.5474580851619796032e-08 -4.3202132537066045517e-08
4850 -2.6647928726840035798e-08 -4.4816838172950004421e-08
4860 -2.7676299607611552561e-08 -4.6457117829134338316e-08
4870 -2.8563661029952310576e-08 -4.8108680922543196299e-08
4880 -2.9313033443750750472e-08 -4.9748114798026009616e-08
4890 -2.992703502581068389e-08 -5.1344123603502182861e-08
4900 -3.0402612867139907734e-08 -5.2859009160068312532e-08
4910 -3.0736816458337806306e-08 -5.425739539816275017e-08
4920 -3.0918819614019436719e-08 -5.550291458506197841e-08
4930 -3.0934966289873806723e-08 -5.6556201054494170598e-08
4940 -3.0770629380295296232e-08 -5.7387274110569084533e-08
4950 -3.0408014526478557347e-08 -5.7963648422535406705e-08
4960 -2.9833939782876803802e-08 -5.8257312871896028113e-08
4970 -2.9042039284418528382e-08 -5.8253996334426837408e-08
4980 -2.8029796186595923387e-08 -5.7945858701396923916e-08
4990 -2.680052387980355983e-08 -5.7331409506128788445e-08
5000 -2.5364871984621906454e-08 -5.6419219655969423534e-08
